Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
Q8K4K1	reviewed	CETN4_MOUSE	Centrin-4 (Centrin4)	Cetn4 Cen4	Mus musculus (Mouse)	168		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:12802058, ECO:0000269|PubMed:15347651, ECO:0000269|PubMed:18269917}. Cytoplasm {ECO:0000269|PubMed:12802058, ECO:0000269|PubMed:15347651, ECO:0000269|PubMed:18269917}. Note=Accumulates at procentrioles during their elongation. Isoform 3 is not observed in the centriole.						NP_665824.1 [Q8K4K1-1];		10090.ENSMUSP00000100020;	TISSUE SPECIFICITY: In brain, specifically expressed in ciliated cells. In retina, expression is localized to the connecting cilium and basal body of photoreceptors (at protein level). Highly expressed in brain, kidney, lung, retina and ovary, and weakly expressed in spleen. Not detected in testis, colon, stomach, thymus, skeletal muscle, heart, intestine or liver. {ECO:0000269|PubMed:12802058, ECO:0000269|PubMed:15347651}.
Q8L636	reviewed	NCL_ARATH	Sodium/calcium exchanger NCL (Na(+)/Ca(2+)-exchange protein NCL) (Protein NCX-like) (AtNCL)	NCL At1g53210 F12M16.12	Arabidopsis thaliana (Mouse-ear cress)	585		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23148213}; Multi-pass membrane protein {ECO:0000255}. Vacuole membrane {ECO:0000269|PubMed:26296956}; Multi-pass membrane protein {ECO:0000255}.		TRANSMEM 83..103; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 106..126; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 149..169; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 212..232; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 239..259; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 427..447; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 457..477; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 505..525; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 532..552; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 558..578; /note="Helical"; /evidence="ECO:0000255"				NP_564623.2;		3702.AT1G53210.1;	TISSUE SPECIFICITY: Expressed in roots, leaves, stems, petals, stamens, ovules and siliques. {ECO:0000269|PubMed:23148213}.
Q8LAS7	reviewed	CNBL2_ARATH	Calcineurin B-like protein 2 (SOS3-like calcium-binding protein 1)	CBL2 SCABP1 At5g55990 MDA7.3	Arabidopsis thaliana (Mouse-ear cress)	226		SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:18502848, ECO:0000269|PubMed:19832944, ECO:0000269|PubMed:22547024, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060, ECO:0000269|PubMed:23482856}; Lipid-anchor {ECO:0000269|PubMed:18502848, ECO:0000269|PubMed:19832944, ECO:0000269|PubMed:22547024, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060, ECO:0000269|PubMed:23482856}. Note=The tonoplast localization is S-acylation dependent and is abolished by 2-bromopalmitate (2-BP) treatment.			STRAND 60..62; /evidence="ECO:0007829|PDB:2ZFD"; STRAND 64..67; /evidence="ECO:0007829|PDB:2ZFD"; STRAND 99..102; /evidence="ECO:0007829|PDB:2ZFD"; STRAND 135..140; /evidence="ECO:0007829|PDB:2ZFD"; STRAND 180..183; /evidence="ECO:0007829|PDB:2ZFD"	HELIX 34..39; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 44..58; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 69..77; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 85..94; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 104..113; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 120..131; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 141..154; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 161..175; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 185..194; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 196..202; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 205..209; /evidence="ECO:0007829|PDB:2ZFD"; HELIX 210..213; /evidence="ECO:0007829|PDB:2ZFD"	TURN 81..83; /evidence="ECO:0007829|PDB:1UHN"	NP_001332655.1;NP_200410.1;	20941;	3702.AT5G55990.1;	TISSUE SPECIFICITY: Ubiquitous. Stronger expression in aerial parts. Expressed in guard cells, meristems and elongation zones of roots, mesophyll cells of leaves, cortex and pith of inflorescence stems and anthers and stamen filaments in flowers. {ECO:0000269|PubMed:10200328, ECO:0000269|PubMed:11577192, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060}.
Q8LEM7	reviewed	CNBL3_ARATH	Calcineurin B-like protein 3 (SOS3-like calcium-binding protein 6)	CBL3 SCABP6 At4g26570 T15N24.20	Arabidopsis thaliana (Mouse-ear cress)	226		SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:19832944, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060, ECO:0000269|PubMed:23482856}; Lipid-anchor {ECO:0000269|PubMed:19832944, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060, ECO:0000269|PubMed:23482856}. Note=Tonoplast localization abolished by 2-bromopalmitate (2-BP) treatment.						NP_001320073.1 [Q8LEM7-2];NP_194387.1 [Q8LEM7-1];	14051;	3702.AT4G26570.2;	TISSUE SPECIFICITY: Ubiquitous. Stronger expression in roots. Expressed in root tip and root hair zone, leaf veins, vascular bundles and vasculature of sepals. {ECO:0000269|PubMed:10200328, ECO:0000269|PubMed:23109687, ECO:0000269|PubMed:23184060}.
Q8N4C6	reviewed	NIN_HUMAN	Ninein (hNinein) (Glycogen synthase kinase 3 beta-interacting protein) (GSK3B-interacting protein)	NIN KIAA1565	Homo sapiens (Human)	2090		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:11004522, ECO:0000269|PubMed:11956314, ECO:0000269|PubMed:12403812, ECO:0000269|PubMed:12927815, ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:15190203}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23386061}. Note=Component of the core centrosome. Arranged in a tubular conformation with an open and a closed end within the centrosome. In the mother centrosome, it localizes at both ends of the centrosome tube, including the site of centrosome duplication, while in the daughter centrosome it is present only at the closed end. Requires PCM1 for centrosome localization. Localizes to the subdistal appendage region of the centriole in a DCTN1-dependent manner. {ECO:0000269|PubMed:11956314, ECO:0000269|PubMed:12403812, ECO:0000269|PubMed:23386061}.; SUBCELLULAR LOCATION: [Isoform 6]: Cytoplasm {ECO:0000250|UniProtKB:Q61043}. Note=Seems to have a dominant-negative effect on localization of other isoforms, promoting their dissociation from the centrosome. {ECO:0000250|UniProtKB:Q61043}.						NP_057434.4 [Q8N4C6-11];NP_065972.3 [Q8N4C6-7];NP_891989.2;NP_891991.1 [Q8N4C6-1];XP_011535125.1 [Q8N4C6-5];	119372;	9606.ENSP00000371472;	TISSUE SPECIFICITY: Ubiquitous. Highly expressed in heart and skeletal muscle. Isoform 1 is more expressed than isoform 5. {ECO:0000269|PubMed:11004522, ECO:0000269|PubMed:11162463}.
Q8N4Y2	reviewed	EFC4A_HUMAN	EF-hand calcium-binding domain-containing protein 4A (Calcium release-activated calcium channel regulator 2B) (CRAC channel regulator 2B) (Calcium release-activated channel regulator 2B)	CRACR2B EFCAB4A	Homo sapiens (Human)	399								NP_001273535.1 [Q8N4Y2-1];NP_775855.3 [Q8N4Y2-3];XP_016873088.1 [Q8N4Y2-3];	129503;	9606.ENSP00000435299;	
Q8N7U6	reviewed	EFHB_HUMAN	EF-hand domain-containing family member B (Cilia- and flagella-associated protein 21)	EFHB CFAP21	Homo sapiens (Human)	833		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:30481768}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:F1MMV1}.						NP_001317617.1 [Q8N7U6-3];NP_653316.3 [Q8N7U6-1];	127397;	9606.ENSP00000295824;	
Q8N987	reviewed	NECA1_HUMAN	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1)	NECAB1 EFCBP1	Homo sapiens (Human)	351		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.						NP_071746.1 [Q8N987-1];	122093;	9606.ENSP00000387380;	TISSUE SPECIFICITY: Expressed in brain (at protein level). {ECO:0000269|PubMed:12044471}.
Q8NF37	reviewed	PCAT1_HUMAN	Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3)	LPCAT1 AYTL2 PFAAP3	Homo sapiens (Human)	534		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21498505}; Single-pass type II membrane protein {ECO:0000269|PubMed:21498505}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q3TFD2}; Single-pass type II membrane protein {ECO:0000305|PubMed:21498505}. Cell membrane {ECO:0000305|PubMed:18156367}; Single-pass type II membrane protein {ECO:0000305|PubMed:21498505}. Lipid droplet {ECO:0000269|PubMed:21498505}. Note=May adopt a monotopic topology when embedded in the lipid monolayer of the lipid droplet, with both termini exposed to the cytoplasm. {ECO:0000269|PubMed:21498505}.	TOPO_DOM 1..57; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 79..534; /note="Lumenal"; /evidence="ECO:0000255"	TRANSMEM 58..78; /note="Helical; Signal-anchor for type II membrane protein"; /evidence="ECO:0000255"				NP_079106.3;	122973;	9606.ENSP00000283415;	TISSUE SPECIFICITY: Erythrocytes. {ECO:0000269|PubMed:18156367}.
Q8NFA0	reviewed	UBP32_HUMAN	Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32)	USP32 USP10	Homo sapiens (Human)	1604		SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Golgi apparatus {ECO:0000269|PubMed:20549504}.						NP_115971.2 [Q8NFA0-1];	124189;	9606.ENSP00000300896;	
Q8NFH8	reviewed	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	REPS2 POB1	Homo sapiens (Human)	660		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12771942}.			STRAND 279..282; /evidence="ECO:0007829|PDB:1IQ3"; STRAND 296..302; /evidence="ECO:0007829|PDB:1IQ3"; STRAND 312..314; /evidence="ECO:0007829|PDB:1IQ3"; STRAND 329..331; /evidence="ECO:0007829|PDB:1IQ3"; STRAND 333..336; /evidence="ECO:0007829|PDB:1IQ3"	HELIX 283..293; /evidence="ECO:0007829|PDB:1IQ3"; HELIX 303..309; /evidence="ECO:0007829|PDB:1IQ3"; HELIX 320..327; /evidence="ECO:0007829|PDB:1IQ3"; HELIX 337..352; /evidence="ECO:0007829|PDB:1IQ3"		NP_001074444.1 [Q8NFH8-4];NP_004717.2 [Q8NFH8-1];	114622;	9606.ENSP00000349824;	TISSUE SPECIFICITY: Expressed at high levels in the cerebrum, cerebellum, lung, kidney, and testis. Weakly expressed in the kidney. Isoform 2 is down-regulated during progression of prostate cancer. {ECO:0000269|PubMed:12771942}.
Q8NI22	reviewed	MCFD2_HUMAN	Multiple coagulation factor deficiency protein 2 (Neural stem cell-derived neuronal survival protein)	MCFD2 SDNSF	Homo sapiens (Human)	146		SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:12717434}. Endoplasmic reticulum {ECO:0000269|PubMed:12717434}. Golgi apparatus {ECO:0000269|PubMed:12717434}.			STRAND 85..89; /evidence="ECO:0007829|PDB:4YGB"; STRAND 106..108; /evidence="ECO:0007829|PDB:2VRG"; STRAND 133..137; /evidence="ECO:0007829|PDB:4YGB"	HELIX 70..78; /evidence="ECO:0007829|PDB:4YGB"; HELIX 90..97; /evidence="ECO:0007829|PDB:4YGB"; HELIX 114..128; /evidence="ECO:0007829|PDB:4YGB"; HELIX 138..142; /evidence="ECO:0007829|PDB:4YGB"		NP_001164977.1 [Q8NI22-1];NP_001164978.1 [Q8NI22-1];NP_001164979.1 [Q8NI22-1];NP_001164980.1 [Q8NI22-2];NP_001164981.1 [Q8NI22-2];NP_001164982.1 [Q8NI22-3];NP_644808.1 [Q8NI22-1];	124712;	9606.ENSP00000386651;	
Q8R3B1	reviewed	PLCD1_MOUSE	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-delta-1) (PLC-delta-1)	Plcd1 Plcd	Mus musculus (Mouse)	756								NP_001280577.1;NP_062650.1;	202236;	10090.ENSMUSP00000010804;	TISSUE SPECIFICITY: Highly expressed in brain, heart, lung, epididymis and testis. Detected at lower levels in kidney and skeletal muscle. {ECO:0000269|PubMed:10425196}.
Q8R426	reviewed	KCIP1_RAT	Kv channel-interacting protein 1 (KChIP1) (A-type potassium channel modulatory protein 1) (Potassium channel-interacting protein 1)	Kcnip1 Kchip1	Rattus norvegicus (Rat)	227		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14980206, ECO:0000269|PubMed:15356203}; Peripheral membrane protein {ECO:0000269|PubMed:14980206}. Cytoplasm {ECO:0000269|PubMed:14980206, ECO:0000269|PubMed:15356203}. Cell projection, dendrite {ECO:0000269|PubMed:15356203}.			STRAND 78..80; /evidence="ECO:0007829|PDB:1S6C"; STRAND 198..201; /evidence="ECO:0007829|PDB:1S6C"	HELIX 51..56; /evidence="ECO:0007829|PDB:1S6C"; HELIX 61..74; /evidence="ECO:0007829|PDB:1S6C"; HELIX 82..92; /evidence="ECO:0007829|PDB:1S6C"; HELIX 99..109; /evidence="ECO:0007829|PDB:1S6C"; HELIX 119..131; /evidence="ECO:0007829|PDB:1S6C"; HELIX 134..145; /evidence="ECO:0007829|PDB:1S6C"; HELIX 155..168; /evidence="ECO:0007829|PDB:1S6C"; HELIX 183..193; /evidence="ECO:0007829|PDB:1S6C"; HELIX 203..209; /evidence="ECO:0007829|PDB:1S6C"; HELIX 215..227; /evidence="ECO:0007829|PDB:1S6C"		NP_001248318.1 [Q8R426-1];NP_075218.2 [Q8R426-2];	249216;	10116.ENSRNOP00000007187;	TISSUE SPECIFICITY: Detected in hippocampus and in the molecular layer of the dentate gyrus (at protein level) (PubMed:15356203). Isoform 1 and isoform 2 are predominantly expressed at equal levels in brain. Colocalizes with KCND3 in inhibitory interneurons in cortex and hippocampus and in striatal interneurons. {ECO:0000269|PubMed:10676964, ECO:0000269|PubMed:12646414, ECO:0000269|PubMed:15356203}.
Q8R491	reviewed	EHD3_RAT	EH domain-containing protein 3	Ehd3 Ehd2	Rattus norvegicus (Rat)	535		SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000250|UniProtKB:Q9NZN3}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane {ECO:0000250|UniProtKB:Q9NZN3}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q9NZN3}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Localizes to the ciliary pocket from where the cilium protrudes. Colocalizes with RAB8A and MYO5B to a cytoplasmic tubular network devoid of RAB11A. Colocalizes with ANK2 in myocyte perinuclear region. Colocalizes with BACE1 in tubulovesicular cytoplasmic membranes. Colocalizes with BACE1 and APP amyloid beta proteins in hippocampal mossy fiber terminals. {ECO:0000250|UniProtKB:Q9NZN3, ECO:0000250|UniProtKB:Q9QXY6}.						NP_620245.2;	251376;	10116.ENSRNOP00000010419;	
Q8RWL2	reviewed	CDPKT_ARATH	Calcium-dependent protein kinase 29 (EC 2.7.11.1)	CPK29 At1g76040 T4O12.25	Arabidopsis thaliana (Mouse-ear cress)	534		SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.						NP_001319387.1 [Q8RWL2-2];NP_177731.2 [Q8RWL2-2];NP_974150.2;		3702.AT1G76040.2;	
Q8S8S2	reviewed	LPCT2_ARATH	Lysophospholipid acyltransferase LPEAT2 (EC 2.3.1.23) (EC 2.3.1.n6) (EC 2.3.1.n7) (Lysophosphatidylethanolamine acyltransferase 2) (AtLPEAT2)	LPEAT2 At2g45670 F17K2.20	Arabidopsis thaliana (Mouse-ear cress)	539		SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:33809440}; Single-pass membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:33809440}; Single-pass membrane protein {ECO:0000255}.		TRANSMEM 93..113; /note="Helical"; /evidence="ECO:0000255"				NP_566051.1 [Q8S8S2-1];NP_566052.1 [Q8S8S2-2];	4511;	3702.AT2G45670.1;	
Q8TDF6	reviewed	GRP4_HUMAN	RAS guanyl-releasing protein 4	RASGRP4	Homo sapiens (Human)	673		SUBCELLULAR LOCATION: Cytoplasm. Cell membrane. Note=Recruited to membranes upon activation by DAG.			STRAND 261..263; /evidence="ECO:0007829|PDB:6AXG"; STRAND 372..374; /evidence="ECO:0007829|PDB:6AXG"	HELIX 62..66; /evidence="ECO:0007829|PDB:6AXG"; HELIX 80..92; /evidence="ECO:0007829|PDB:6AXG"; HELIX 95..106; /evidence="ECO:0007829|PDB:6AXG"; HELIX 115..131; /evidence="ECO:0007829|PDB:6AXG"; HELIX 140..156; /evidence="ECO:0007829|PDB:6AXG"; HELIX 202..218; /evidence="ECO:0007829|PDB:6AXG"; HELIX 222..231; /evidence="ECO:0007829|PDB:6AXG"; HELIX 238..259; /evidence="ECO:0007829|PDB:6AXG"; HELIX 264..283; /evidence="ECO:0007829|PDB:6AXG"; HELIX 287..298; /evidence="ECO:0007829|PDB:6AXG"; HELIX 300..303; /evidence="ECO:0007829|PDB:6AXG"; HELIX 306..311; /evidence="ECO:0007829|PDB:6AXG"; HELIX 314..326; /evidence="ECO:0007829|PDB:6AXG"; HELIX 330..342; /evidence="ECO:0007829|PDB:6AXG"; HELIX 353..364; /evidence="ECO:0007829|PDB:6AXG"; HELIX 376..394; /evidence="ECO:0007829|PDB:6AXG"; HELIX 403..413; /evidence="ECO:0007829|PDB:6AXG"; HELIX 419..429; /evidence="ECO:0007829|PDB:6AXG"	TURN 133..136; /evidence="ECO:0007829|PDB:6AXG"; TURN 162..167; /evidence="ECO:0007829|PDB:6AXG"	NP_001139674.1 [Q8TDF6-2];NP_001139675.1 [Q8TDF6-5];NP_001139676.1 [Q8TDF6-9];NP_001139677.1 [Q8TDF6-8];NP_001139678.1 [Q8TDF6-6];NP_001139679.1 [Q8TDF6-7];NP_733749.1 [Q8TDF6-1];	125451;	9606.ENSP00000479844;	TISSUE SPECIFICITY: Expressed by mast cells and their progenitors (at protein level). Specifically expressed in mononuclear leukocytes. Highly expressed in myeloid cells compared to lymphoid cells. Also detected in heart, skeletal muscle, spleen, liver, placenta and lung. Not detected in brain. Isoform 1 is the major isoform in normal individuals. Isoform 2 is more significantly expressed in a patient with asthma. Isoform 3 is more significantly expressed in a patient with asthma and a mastocytosis patient. {ECO:0000269|PubMed:11880369, ECO:0000269|PubMed:11956218}.
Q8VBV8	reviewed	GUC1B_MOUSE	Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B)	Guca1b	Mus musculus (Mouse)	201		SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P51177}; Lipid-anchor {ECO:0000250|UniProtKB:P51177}. Photoreceptor inner segment {ECO:0000269|PubMed:9620085}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:15961391, ECO:0000269|PubMed:9620085}. Note=Subcellular location is not affected by light or dark conditions. {ECO:0000269|PubMed:15961391}.						NP_666191.1;	223323;	10090.ENSMUSP00000024774;	TISSUE SPECIFICITY: Expressed in rod photoreceptors in the retina (at protein level). Expressed in cone photoreceptor cells (PubMed:9620085). {ECO:0000269|PubMed:15961391, ECO:0000269|PubMed:9620085}.
Q8VCX5	reviewed	MICU1_MOUSE	Calcium uptake protein 1, mitochondrial (Calcium-binding atopy-related autoantigen 1 homolog)	Micu1 Cbara1	Mus musculus (Mouse)	477		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BPX6}; Single-pass membrane protein {ECO:0000255}. Mitochondrion intermembrane space {ECO:0000250|UniProtKB:Q9BPX6}. Note=The topology is subject to debate. {ECO:0000250|UniProtKB:Q9BPX6}.	TOPO_DOM 53..477; /note="Mitochondrial intermembrane"; /evidence="ECO:0000250|UniProtKB:Q9BPX6"	TRANSMEM 34..52; /note="Helical"; /evidence="ECO:0000255"				NP_001278371.1 [Q8VCX5-2];NP_001278372.1 [Q8VCX5-3];NP_659071.1 [Q8VCX5-1];	229685;	10090.ENSMUSP00000126597;	TISSUE SPECIFICITY: Expressed in skeletal muscle, heart, kidney, liver, brain, lung, fat and spleen. {ECO:0000269|PubMed:21685888, ECO:0000269|PubMed:23409044}.
Q8VDY4	reviewed	EFCB7_MOUSE	EF-hand calcium-binding domain-containing protein 7	Efcab7 Kiaa1799	Mus musculus (Mouse)	628		SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000269|PubMed:24582806}; Peripheral membrane protein {ECO:0000269|PubMed:24582806}; Cytoplasmic side {ECO:0000269|PubMed:24582806}. Note=The EvC complex localizes at the base of cilia in the EvC zone of primary cilia in a EFCAB7-dependent manner (PubMed:24582806). {ECO:0000269|PubMed:24582806}.						NP_663524.1;			
Q8VE28	reviewed	NKD2_MOUSE	Protein naked cuticle homolog 2 (Naked-2) (mNkd2)	Nkd2	Mus musculus (Mouse)	461		SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q969F2}. Cytoplasm {ECO:0000250|UniProtKB:Q969F2}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:Q969F2}.						NP_001334464.1 [Q8VE28-2];NP_082462.3 [Q8VE28-1];	215287;	10090.ENSMUSP00000022051;	TISSUE SPECIFICITY: Expressed in the cecum, colon, esophagus, ileum, jejunum, skin and stomach. {ECO:0000269|PubMed:11356022, ECO:0000269|PubMed:15064403, ECO:0000269|PubMed:15546883}.
Q8VHC5	reviewed	CABP4_MOUSE	Calcium-binding protein 4 (CaBP4)	Cabp4	Mus musculus (Mouse)	271		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P57796}. Presynapse {ECO:0000269|PubMed:15452577}. Note=Found in rod spherules and cone pedicles of the presynapses from both types of photoreceptors. {ECO:0000269|PubMed:15452577}.			STRAND 174..177; /evidence="ECO:0007829|PDB:2M29"; STRAND 256..259; /evidence="ECO:0007829|PDB:2M28"	HELIX 124..137; /evidence="ECO:0007829|PDB:2M29"; HELIX 148..150; /evidence="ECO:0007829|PDB:2M29"; HELIX 151..155; /evidence="ECO:0007829|PDB:2M29"; HELIX 164..171; /evidence="ECO:0007829|PDB:2M29"; HELIX 183..190; /evidence="ECO:0007829|PDB:2M29"; HELIX 204..214; /evidence="ECO:0007829|PDB:2M28"; HELIX 224..230; /evidence="ECO:0007829|PDB:2M28"; HELIX 242..251; /evidence="ECO:0007829|PDB:2M28"; HELIX 261..268; /evidence="ECO:0007829|PDB:2M28"	TURN 156..158; /evidence="ECO:0007829|PDB:2M29"; TURN 233..235; /evidence="ECO:0007829|PDB:2M28"	NP_653115.1;		10090.ENSMUSP00000025761;	TISSUE SPECIFICITY: Expressed in retina and in the inner hair cells (IHC) of the cochlea. {ECO:0000269|PubMed:15452577, ECO:0000269|PubMed:16249514, ECO:0000269|PubMed:17050707, ECO:0000269|PubMed:17947313}.
Q8VHD8	reviewed	HORN_MOUSE	Hornerin	Hrnr	Mus musculus (Mouse)	2496		SUBCELLULAR LOCATION: Cytoplasmic granule. Note=Found in keratohyalin granules of the granular cells of the epidermis.								10090.ENSMUSP00000088369;	TISSUE SPECIFICITY: Embryonic skin. Highest level in the adult forestomach followed by the skin. Lower levels in the tongue, esophagus. Detected in the granular and cornified layers of the mature epidermis. {ECO:0000269|PubMed:12642627}.
Q8W4I7	reviewed	CDPKD_ARATH	Calcium-dependent protein kinase 13 (EC 2.7.11.1)	CPK13 At3g51850 ATEM1.10	Arabidopsis thaliana (Mouse-ear cress)	528		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19029837}; Lipid-anchor {ECO:0000269|PubMed:19029837}.						NP_190753.2;	9666;	3702.AT3G51850.1;	
Q8WT44	reviewed	UBPH_CAEEL	Ubiquitin carboxyl-terminal hydrolase cyk-3 (EC 3.4.19.12) (CeUBP130) (Cytokinesis defective protein 3)	cyk-3 uch-1 ZK328.1	Caenorhabditis elegans	1178		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11683918}. Cytoplasm {ECO:0000269|PubMed:11683918}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000269|PubMed:11683918}. Note=At the 2-cell stage embryo, localizes to the microtubule organizing center during mitotic metaphase. Localizes to the cytoplasm in germ cells and sperm, and to the nucleus in oocytes. {ECO:0000269|PubMed:11683918}.						NP_001022992.1 [Q8WT44-1];NP_498311.2 [Q8WT44-2];		6239.ZK328.1b;	TISSUE SPECIFICITY: Expressed in excretory cells, coelomocytes, head neurons, hypodermal cells, germ cells, oocytes, sperm and pharynx (at protein level). {ECO:0000269|PubMed:11683918}.
Q8WXG8	reviewed	S100Z_HUMAN	Protein S100-Z (S100 calcium-binding protein Z)	S100Z	Homo sapiens (Human)	99					STRAND 28..30; /evidence="ECO:0007829|PDB:5HYD"; STRAND 68..71; /evidence="ECO:0007829|PDB:5HYD"	HELIX 4..18; /evidence="ECO:0007829|PDB:5HYD"; HELIX 31..41; /evidence="ECO:0007829|PDB:5HYD"; HELIX 45..51; /evidence="ECO:0007829|PDB:5HYD"; HELIX 53..64; /evidence="ECO:0007829|PDB:5HYD"; HELIX 72..96; /evidence="ECO:0007829|PDB:5HYD"	TURN 65..67; /evidence="ECO:0007829|PDB:5HYD"	NP_570128.2;XP_011541541.1;XP_011541542.1;XP_011541543.1;XP_011541546.1;XP_011541547.1;XP_016864660.1;XP_016864661.1;XP_016864662.1;	128065;	9606.ENSP00000320430;	TISSUE SPECIFICITY: Highest level of expression in spleen and leukocytes. {ECO:0000269|PubMed:11747429}.
